ingrl;sexo;edad;escol;lningrl;edad2
214;1;29;15;5.3659759;841
546;0;27;16;6.302619;729
1550;1;30;16;7.3460102;900
318;0;25;12;5.7620516;625
368;0;54;6;5.908083;2916
328;1;34;12;5.7930136;1156
400;1;45;12;5.9914646;2025
400;0;43;12;5.9914646;1849
319;1;23;16;5.7651911;529
760;1;25;17;6.6333184;625
200;0;25;17;5.2983174;625
890;0;50;15;6.7912216;2500
675;0;63;0;6.5147128;3969
100;0;61;6;4.6051702;3721
1600;1;47;20;7.377759;2209
1300;1;61;15;7.1701198;3721
730;1;42;7;6.5930448;1764
730;1;32;6;6.5930448;1024
1060;0;50;6;6.9660244;2500
800;1;56;20;6.6846118;3136
460;1;38;12;6.1312265;1444
4100;1;42;18;8.3187418;1764
0;1;54;18;;2916
660;0;60;17;6.49224;3600
440;0;23;17;6.0867748;529
1800;1;40;17;7.495542;1600
900;1;61;19;6.8023949;3721
402;0;54;12;5.9964519;2916
600;1;43;6;6.3969297;1849
200;1;19;12;5.2983174;361
318;1;23;14;5.7620516;529
150;1;70;6;5.0106354;4900
220;0;40;12;5.3936276;1600
500;0;61;16;6.2146082;3721
930;1;37;16;6.8351846;1369
530;1;61;17;6.2728772;3721
530;0;54;13;6.2728772;2916
1060;0;25;17;6.9660244;625
1200;1;53;17;7.0900769;2809
880;0;48;12;6.779922;2304
330;0;26;15;5.7990928;676
310;1;63;4;5.7365723;3969
350;1;52;6;5.857933;2704
160;0;53;6;5.0751739;2809
4570;1;51;20;8.427268;2601
330;0;47;12;5.7990928;2209
1487;1;25;17;7.3045158;625
1330;1;23;15;7.192934;529
1330;1;21;14;7.192934;441
1430;1;55;15;7.2654295;3025
330;0;50;12;5.7990928;2500
987;1;27;17;6.89467;729
870;1;51;12;6.7684932;2601
530;0;46;12;6.2728772;2116
1071;1;30;12;6.9763479;900
480;1;41;6;6.1737862;1681
186;0;45;9;5.2257466;2025
411;0;20;12;6.0185933;400
3150;1;48;18;8.0551577;2304
2640;0;40;16;7.8785343;1600
320;1;24;17;5.768321;576
2120;1;24;14;7.6591716;576
800;1;49;16;6.6846118;2401
490;0;46;16;6.1944056;2116
651;1;43;17;6.4785094;1849
560;1;55;17;6.3279366;3025
911;0;53;12;6.8145428;2809
539;0;25;20;6.2897158;625
2270;1;69;16;7.7275352;4761
1530;0;66;16;7.3330231;4356
482;1;59;6;6.1779442;3481
438;0;49;3;6.0822191;2401
432;1;23;12;6.0684257;529
480;1;58;2;6.1737862;3364
330;0;30;12;5.7990928;900
250;0;29;12;5.521461;841
330;1;30;12;5.7990928;900
330;1;73;12;5.7990928;5329
432;1;58;6;6.0684257;3364
1120;1;60;17;7.0210838;3600
330;0;57;17;5.7990928;3249
421;1;24;10;6.0426331;576
440;1;26;6;6.0867748;676
200;0;26;6;5.2983174;676
620;1;45;12;6.4297194;2025
391;0;22;15;5.9687076;484
410;0;67;9;6.0161572;4489
700;1;24;13;6.5510802;576
330;1;20;10;5.7990928;400
330;1;18;8;5.7990928;324
1027;0;52;12;6.9343972;2704
530;1;26;15;6.2728772;676
508;0;24;14;6.2304816;576
1700;1;62;19;7.4383836;3844
400;1;65;9;5.9914646;4225
900;0;50;18;6.8023949;2500
700;0;25;17;6.5510802;625
430;1;53;15;6.0637851;2809
200;0;29;17;5.2983174;841
318;0;22;12;5.7620516;484
400;1;32;17;5.9914646;1024
300;0;36;12;5.7037826;1296
980;1;50;16;6.8875527;2500
318;0;58;12;5.7620516;3364
0;1;47;6;;2209
550;0;52;16;6.3099184;2704
300;1;55;6;5.7037826;3025
350;1;29;14;5.857933;841
510;1;33;12;6.2344108;1089
450;1;42;17;6.1092477;1764
600;1;41;12;6.3969297;1681
555;0;27;17;6.3189683;729
530;0;35;16;6.2728772;1225
300;1;57;6;5.7037826;3249
450;0;44;17;6.1092477;1936
780;1;34;17;6.6592941;1156
870;1;26;17;6.7684932;676
320;0;34;12;5.768321;1156
750;1;41;9;6.6200733;1681
775;1;55;12;6.652863;3025
800;1;36;12;6.6846118;1296
318;0;34;15;5.7620516;1156
1164;1;34;18;7.0596175;1156
380;0;36;17;5.9401712;1296
350;1;38;12;5.857933;1444
1500;1;51;12;7.3132205;2601
280;1;46;12;5.6347895;2116
318;0;22;16;5.7620516;484
400;1;32;6;5.9914646;1024
430;1;52;12;6.0637851;2704
885;1;43;12;6.7855878;1849
720;0;43;14;6.5792513;1849
195;1;21;14;5.2729998;441
250;1;33;4;5.521461;1089
700;1;49;12;6.5510802;2401
392;1;26;17;5.971262;676
438;1;26;16;6.0822191;676
330;1;24;13;5.7990928;576
800;1;28;12;6.6846118;784
180;0;25;12;5.1929569;625
650;0;49;6;6.4769726;2401
360;1;26;13;5.8861041;676
1020;1;23;12;6.9275579;529
300;0;35;12;5.7037826;1225
220;0;52;6;5.3936276;2704
32;1;30;17;3.4657359;900
280;0;59;7;5.6347895;3481
120;0;60;1;4.7874918;3600
300;1;18;7;5.7037826;324
240;1;16;7;5.480639;256
330;1;54;9;5.7990928;2916
300;0;49;6;5.7037826;2401
330;1;30;12;5.7990928;900
485;0;27;12;6.1841488;729
540;1;23;12;6.2915692;529
440;1;31;12;6.0867748;961
440;1;28;12;6.0867748;784
330;1;26;12;5.7990928;676
565;1;22;12;6.3368258;484
348;0;19;10;5.8522024;361
360;1;57;6;5.8861041;3249
200;0;65;3;5.2983174;4225
0;1;48;6;;2304
430;0;47;6;6.0637851;2209
330;1;22;10;5.7990928;484
537;1;34;16;6.2859979;1156
800;0;35;17;6.6846118;1225
210;0;49;6;5.3471074;2401
600;1;28;9;6.3969297;784
330;1;28;12;5.7990928;784
970;1;38;17;6.877296;1444
500;0;36;12;6.2146082;1296
40;0;71;4;3.6888795;5041
1180;1;47;12;7.0732698;2209
1330;0;43;15;7.192934;1849
300;1;35;6;5.7037826;1225
645;0;45;12;6.4692502;2025
508;0;26;15;6.2304816;676
1076;0;45;17;6.9810057;2025
1200;1;51;12;7.0900769;2601
1500;0;50;17;7.3132205;2500
1100;1;30;17;7.0030656;900
760;1;42;12;6.6333184;1764
400;1;53;4;5.9914646;2809
320;1;24;12;5.768321;576
320;1;21;12;5.768321;441
400;1;30;6;5.9914646;900
88;0;36;2;4.4773369;1296
160;1;17;12;5.0751739;289
400;1;57;3;5.9914646;3249
300;1;25;10;5.7037826;625
230;0;20;11;5.4380794;400
480;1;42;6;6.1737862;1764
280;0;42;6;5.6347895;1764
340;1;41;6;5.8289456;1681
0;0;62;4;;3844
0;1;82;1;;6724
500;1;50;10;6.2146082;2500
400;1;26;12;5.9914646;676
260;0;26;6;5.5606818;676
200;0;18;9;5.2983174;324
220;0;53;6;5.3936276;2809
380;1;32;3;5.9401712;1024
607;1;44;12;6.4085288;1936
530;1;23;12;6.2728772;529
330;1;31;12;5.7990928;961
318;0;29;12;5.7620516;841
100;1;50;6;4.6051702;2500
150;0;48;6;5.0106354;2304
495;1;28;11;6.2045579;784
343;0;31;12;5.8377304;961
550;0;37;17;6.3099184;1369
230;0;29;18;5.4380794;841
630;1;42;1;6.4457197;1764
350;0;27;3;5.857933;729
260;1;68;6;5.5606818;4624
24;0;59;6;3.1780539;3481
40;1;67;6;3.6888795;4489
70;0;55;3;4.2484951;3025
0;1;21;14;;441
10;0;84;3;2.3025851;7056
485;1;23;6;6.1841488;529
318;0;29;12;5.7620516;841
360;1;23;6;5.8861041;529
120;1;70;4;4.7874918;4900
360;1;36;4;5.8861041;1296
330;1;31;6;5.7990928;961
100;1;67;1;4.6051702;4489
100;1;25;6;4.6051702;625
120;1;19;8;4.7874918;361
120;0;15;2;4.7874918;225
273;0;30;6;5.6094718;900
95;0;37;6;4.5538769;1369
97;0;60;4;4.5747108;3600
418;1;31;14;6.0354815;961
368;0;43;6;5.908083;1849
115;0;75;0;4.7449322;5625
318;0;29;6;5.7620516;841
160;1;25;6;5.0751739;625
400;1;24;6;5.9914646;576
235;0;31;4;5.4595857;961
210;0;55;4;5.3471074;3025
20;1;63;6;2.9957323;3969
2;0;64;0;.69314718;4096
70;0;22;4;4.2484951;484
338;1;40;3;5.8230457;1600
93;0;43;5;4.5325994;1849
46;0;22;6;3.8286414;484
57;0;17;7;4.0430512;289
38;0;14;6;3.6375861;196
40;0;79;0;3.6888795;6241
214;1;44;6;5.3659759;1936
45;0;21;12;3.8066626;441
300;1;24;10;5.7037826;576
200;1;59;3;5.2983174;3481
70;0;58;4;4.2484951;3364
200;0;53;5;5.2983174;2809
140;1;60;8;4.9416423;3600
380;1;30;6;5.9401712;900
70;0;23;13;4.2484951;529
90;0;20;12;4.4998097;400
400;1;35;12;5.9914646;1225
212;0;36;6;5.3565865;1296
62;0;69;0;4.1271343;4761
500;1;33;9;6.2146082;1089
200;0;53;6;5.2983174;2809
300;0;48;0;5.7037826;2304
368;1;44;6;5.908083;1936
70;0;40;6;4.2484951;1600
60;0;39;3;4.0943446;1521
380;1;24;6;5.9401712;576
383;1;43;6;5.9480348;1849
400;1;28;12;5.9914646;784
310;0;30;12;5.7365723;900
20;1;89;6;2.9957323;7921
70;0;76;2;4.2484951;5776
290;1;24;14;5.6698809;576
240;1;45;6;5.480639;2025
160;0;39;6;5.0751739;1521
460;0;45;6;6.1312265;2025
260;0;22;9;5.5606818;484
380;1;20;12;5.9401712;400
300;1;19;8;5.7037826;361
400;1;43;6;5.9914646;1849
340;0;40;6;5.8289456;1600
300;1;30;9;5.7037826;900
280;1;39;2;5.6347895;1521
25;0;36;1;3.2188759;1296
160;0;46;3;5.0751739;2116
280;0;37;6;5.6347895;1369
380;1;50;6;5.9401712;2500
380;0;47;6;5.9401712;2209
380;0;20;12;5.9401712;400
230;1;79;6;5.4380794;6241
350;0;77;2;5.857933;5929
200;1;49;4;5.2983174;2401
60;0;47;3;4.0943446;2209
166;0;21;3;5.1119876;441
240;1;18;6;5.480639;324
110;1;61;6;4.7004805;3721
230;1;66;4;5.4380794;4356
120;1;49;6;4.7874918;2401
250;1;27;12;5.521461;729
250;1;23;10;5.521461;529
50;0;53;1;3.9120231;2809
150;0;31;4;5.0106354;961
230;0;23;6;5.4380794;529
240;0;19;6;5.480639;361
265;1;17;6;5.57973;289
360;1;20;6;5.8861041;400
70;0;71;2;4.2484951;5041
190;1;65;6;5.2470241;4225
240;1;35;6;5.480639;1225
50;0;36;6;3.9120231;1296
360;1;49;7;5.8861041;2401
80;0;34;7;4.3820267;1156
300;1;26;6;5.7037826;676
60;0;65;3;4.0943446;4225
10;0;82;0;2.3025851;6724
110;0;41;6;4.7004805;1681
400;1;47;6;5.9914646;2209
400;0;47;6;5.9914646;2209
300;1;23;6;5.7037826;529
460;0;21;6;6.1312265;441
440;0;19;6;6.0867748;361
350;1;27;6;5.857933;729
60;0;33;6;4.0943446;1089
160;1;65;6;5.0751739;4225
400;1;40;7;5.9914646;1600
308;0;33;11;5.7300997;1089
360;0;53;4;5.8861041;2809
57;1;54;6;4.0430512;2916
60;0;19;12;4.0943446;361
110;0;17;11;4.7004805;289
660;1;39;15;6.49224;1521
25;0;31;12;3.2188759;961
200;1;62;10;5.2983174;3844
200;0;40;6;5.2983174;1600
780;1;33;18;6.6592941;1089
400;1;32;6;5.9914646;1024
220;1;67;4;5.3936276;4489
450;1;43;12;6.1092477;1849
656;1;38;12;6.4861608;1444
328;0;36;12;5.7930136;1296
260;1;40;9;5.5606818;1600
59;0;40;6;4.0775375;1600
15;1;75;6;2.7080503;5625
276;0;51;15;5.6204009;2601
420;1;49;10;6.0402546;2401
25;0;49;10;3.2188759;2401
220;0;40;5;5.3936276;1600
318;1;46;9;5.7620516;2116
100;0;42;6;4.6051702;1764
50;0;41;6;3.9120231;1681
310;1;36;6;5.7365723;1296
280;1;17;6;5.6347895;289
50;1;32;6;3.9120231;1024
430;0;29;12;6.0637851;841
200;0;45;6;5.2983174;2025
0;0;23;12;;529
50;0;72;2;3.9120231;5184
100;1;85;6;4.6051702;7225
400;1;60;6;5.9914646;3600
100;0;55;6;4.6051702;3025
320;1;19;12;5.768321;361
400;1;35;6;5.9914646;1225
50;0;22;8;3.9120231;484
20;1;65;1;2.9957323;4225
100;0;60;1;4.6051702;3600
240;1;20;6;5.480639;400
240;1;18;8;5.480639;324
180;0;13;6;5.1929569;169
400;1;39;6;5.9914646;1521
400;0;27;6;5.9914646;729
320;1;65;5;5.768321;4225
70;1;81;4;4.2484951;6561
100;1;41;5;4.6051702;1681
100;0;37;3;4.6051702;1369
145;1;66;5;4.9767337;4356
60;0;71;3;4.0943446;5041
280;1;29;4;5.6347895;841
280;0;60;2;5.6347895;3600
255;1;56;4;5.5412636;3136
380;1;28;4;5.9401712;784
160;0;30;6;5.0751739;900
100;1;61;2;4.6051702;3721
20;0;74;0;2.9957323;5476
150;1;71;4;5.0106354;5041
180;1;40;6;5.1929569;1600
0;0;30;6;;900
280;1;72;6;5.6347895;5184
318;0;39;17;5.7620516;1521
300;1;44;9;5.7037826;1936
276;0;34;9;5.6204009;1156
130;1;24;6;4.8675346;576
18;0;67;0;2.8903718;4489
20;0;81;0;2.9957323;6561
316;1;39;12;5.7557421;1521
640;0;33;17;6.4614682;1089
423;1;50;6;6.0473723;2500
200;0;37;14;5.2983174;1369
580;1;43;15;6.363028;1849
1400;1;31;17;7.2442274;961
30;0;28;17;3.4011974;784
60;0;37;5;4.0943446;1369
360;1;20;12;5.8861041;400
90;1;31;7;4.4998097;961
280;1;27;6;5.6347895;729
15;0;28;6;2.7080503;784
240;1;45;6;5.480639;2025
140;0;40;5;4.9416423;1600
45;0;70;0;3.8066626;4900
360;1;18;12;5.8861041;324
300;1;40;6;5.7037826;1600
110;0;39;3;4.7004805;1521
100;0;20;6;4.6051702;400
70;1;18;9;4.2484951;324
50;1;57;3;3.9120231;3249
50;0;53;6;3.9120231;2809
360;1;22;7;5.8861041;484
40;0;39;5;3.6888795;1521
70;1;18;8;4.2484951;324
27;0;79;0;3.2958369;6241
110;1;76;3;4.7004805;5776
53;1;73;0;3.9702919;5329
110;0;32;9;4.7004805;1024
140;1;62;3;4.9416423;3844
400;1;41;12;5.9914646;1681
50;0;52;3;3.9120231;2704
80;1;69;3;4.3820267;4761
150;0;45;3;5.0106354;2025
20;0;66;2;2.9957323;4356
80;1;63;0;4.3820267;3969
45;0;42;3;3.8066626;1764
150;1;19;5;5.0106354;361
340;1;58;6;5.8289456;3364
200;0;57;12;5.2983174;3249
315;0;22;12;5.7525725;484
48;1;69;2;3.871201;4761
90;0;65;0;4.4998097;4225
200;1;54;10;5.2983174;2916
450;0;25;6;6.1092477;625
562;1;35;6;6.331502;1225
488;0;28;6;6.1903152;784
220;1;58;9;5.3936276;3364
308;1;38;7;5.7300997;1444
47;1;32;7;3.8501475;1024
600;1;42;12;6.3969297;1764
552;1;34;6;6.3135481;1156
450;1;36;6;6.1092477;1296
100;0;40;6;4.6051702;1600
429;1;48;12;6.0614572;2304
408;0;23;17;6.0112672;529
75;0;64;6;4.3174882;4096
200;1;64;6;5.2983174;4096
200;1;34;17;5.2983174;1156
318;1;34;16;5.7620516;1156
10;0;70;2;2.3025851;4900
200;1;33;6;5.2983174;1089
40;1;65;6;3.6888795;4225
200;0;29;6;5.2983174;841
250;1;25;10;5.521461;625
308;0;34;6;5.7300997;1156
800;1;72;6;6.6846118;5184
100;0;69;3;4.6051702;4761
440;1;21;11;6.0867748;441
400;1;38;12;5.9914646;1444
300;0;34;9;5.7037826;1156
380;0;40;6;5.9401712;1600
330;1;19;12;5.7990928;361
430;1;64;2;6.0637851;4096
440;0;60;3;6.0867748;3600
480;1;25;9;6.1737862;625
280;1;21;12;5.6347895;441
1630;1;42;17;7.3963351;1764
458;0;40;12;6.1268692;1600
328;1;48;6;5.7930136;2304
15;0;47;6;2.7080503;2209
353;0;27;17;5.866468;729
318;1;26;13;5.7620516;676
438;1;28;12;6.0822191;784
438;0;23;17;6.0822191;529
438;0;21;17;6.0822191;441
438;1;31;12;6.0822191;961
358;1;33;6;5.8805332;1089
160;0;33;10;5.0751739;1089
20;0;75;0;2.9957323;5625
27;0;49;4;3.2958369;2401
310;0;29;6;5.7365723;841
6;0;84;0;1.7917595;7056
340;1;25;6;5.8289456;625
20;0;22;6;2.9957323;484
120;0;34;6;4.7874918;1156
115;1;63;4;4.7449322;3969
44;0;56;2;3.7841897;3136
68;0;34;6;4.2195077;1156
114;0;47;5;4.7361984;2209
96;1;38;6;4.5643482;1444
56;1;72;3;4.0253515;5184
122;0;34;6;4.8040209;1156
178;1;48;6;5.1817837;2304
0;0;36;9;;1296
80;1;63;1;4.3820267;3969
63;0;72;4;4.1431346;5184
380;1;39;9;5.9401712;1521
348;0;32;6;5.8522024;1024
50;0;62;3;3.9120231;3844
40;0;58;0;3.6888795;3364
205;0;55;6;5.32301;3025
35;0;49;6;3.5553482;2401
348;0;28;6;5.8522024;784
10;0;23;6;2.3025851;529
364;0;22;12;5.8971539;484
532;1;41;6;6.2766433;1681
110;0;37;3;4.7004805;1369
900;1;33;9;6.8023949;1089
420;0;34;6;6.0402546;1156
160;1;49;6;5.0751739;2401
200;0;41;6;5.2983174;1681
250;1;21;12;5.521461;441
190;0;19;11;5.2470241;361
200;1;17;10;5.2983174;289
20;1;83;2;2.9957323;6889
27;0;84;0;3.2958369;7056
23;0;60;0;3.1354942;3600
40;0;51;4;3.6888795;2601
300;1;25;11;5.7037826;625
0;1;36;6;;1296
100;1;46;2;4.6051702;2116
0;0;45;3;;2025
200;1;19;5;5.2983174;361
270;1;24;6;5.5984221;576
14;0;77;0;2.6390574;5929
136;0;37;6;4.9126549;1369
30;0;36;4;3.4011974;1296
0;1;67;3;;4489
670;1;48;9;6.5072775;2304
340;0;30;17;5.8289456;900
320;1;25;6;5.768321;625
10;0;25;6;2.3025851;625
20;0;64;0;2.9957323;4096
1500;1;48;0;7.3132205;2304
10;1;30;6;2.3025851;900
260;1;49;6;5.5606818;2401
46;0;48;3;3.8286414;2304
36;0;17;9;3.583519;289
220;1;15;0;5.3936276;225
250;1;23;3;5.521461;529
10;0;23;6;2.3025851;529
350;0;55;2;5.857933;3025
240;1;25;6;5.480639;625
350;0;26;6;5.857933;676
562;1;59;6;6.331502;3481
6;0;62;2;1.7917595;3844
512;1;37;12;6.2383246;1369
432;1;22;10;6.0684257;484
400;1;51;6;5.9914646;2601
120;0;49;6;4.7874918;2401
355;1;31;12;5.872118;961
10;0;68;0;2.3025851;4624
21;0;81;0;3.0445225;6561
82;0;45;6;4.4067192;2025
200;0;45;5;5.2983174;2025
0;1;52;12;;2704
576;1;48;14;6.3561077;2304
125;0;63;0;4.8283138;3969
348;1;27;9;5.8522024;729
140;0;27;12;4.9416423;729
450;0;47;6;6.1092477;2209
360;1;32;6;5.8861041;1024
55;0;24;12;4.0073333;576
320;1;27;12;5.768321;729
460;1;35;6;6.1312265;1225
300;0;70;3;5.7037826;4900
348;0;22;6;5.8522024;484
400;1;50;6;5.9914646;2500
60;0;48;2;4.0943446;2304
280;1;20;9;5.6347895;400
280;1;17;9;5.6347895;289
400;1;42;12;5.9914646;1764
96;0;36;4;4.5643482;1296
100;1;41;12;4.6051702;1681
510;0;40;6;6.2344108;1600
528;1;18;11;6.2690964;324
200;1;64;2;5.2983174;4096
290;1;19;12;5.6698809;361
570;1;31;6;6.3456364;961
400;1;32;6;5.9914646;1024
198;0;63;6;5.2882671;3969
200;0;45;8;5.2983174;2025
100;0;71;0;4.6051702;5041
200;0;54;7;5.2983174;2916
170;0;36;6;5.1357985;1296
350;1;24;6;5.857933;576
500;1;45;6;6.2146082;2025
400;1;35;6;5.9914646;1225
100;0;32;6;4.6051702;1024
300;1;37;6;5.7037826;1369
250;0;33;12;5.521461;1089
420;1;60;7;6.0402546;3600
160;0;61;7;5.0751739;3721
300;0;21;12;5.7037826;441
450;1;19;6;6.1092477;361
368;0;63;1;5.908083;3969
318;0;42;9;5.7620516;1764
360;1;40;6;5.8861041;1600
210;1;49;6;5.3471074;2401
480;1;24;6;6.1737862;576
140;1;18;11;4.9416423;324
240;1;38;6;5.480639;1444
200;1;44;12;5.2983174;1936
35;0;36;12;3.5553482;1296
120;1;51;6;4.7874918;2601
430;1;31;12;6.0637851;961
380;1;28;12;5.9401712;784
530;1;27;14;6.2728772;729
470;1;27;11;6.1527328;729
562;0;31;12;6.331502;961
25;1;65;6;3.2188759;4225
318;0;30;12;5.7620516;900
350;1;27;12;5.857933;729
18;0;87;0;2.8903718;7569
446;1;36;12;6.1003189;1296
519;1;28;12;6.251904;784
300;1;38;6;5.7037826;1444
225;0;35;6;5.4161005;1225
280;1;18;9;5.6347895;324
30;0;53;0;3.4011974;2809
336;0;23;6;5.817111;529
210;1;17;6;5.3471074;289
40;1;68;0;3.6888795;4624
240;1;50;6;5.480639;2500
120;0;46;0;4.7874918;2116
470;1;24;6;6.1527328;576
470;1;21;6;6.1527328;441
240;1;30;6;5.480639;900
200;0;39;6;5.2983174;1521
90;0;47;6;4.4998097;2209
290;0;48;3;5.6698809;2304
400;0;70;0;5.9914646;4900
310;0;30;4;5.7365723;900
320;0;64;3;5.768321;4096
120;1;38;0;4.7874918;1444
100;1;27;0;4.6051702;729
120;1;25;0;4.7874918;625
200;0;30;6;5.2983174;900
360;1;49;8;5.8861041;2401
120;0;24;6;4.7874918;576
180;1;62;2;5.1929569;3844
260;0;62;2;5.5606818;3844
400;1;54;4;5.9914646;2916
180;0;48;3;5.1929569;2304
280;1;25;8;5.6347895;625
350;1;50;3;5.857933;2500
120;1;51;4;4.7874918;2601
170;0;46;2;5.1357985;2116
290;1;20;6;5.6698809;400
150;1;20;6;5.0106354;400
220;0;22;6;5.3936276;484
180;0;31;6;5.1929569;961
280;1;15;6;5.6347895;225
418;1;72;4;6.0354815;5184
535;1;24;9;6.2822666;576
298;0;30;9;5.6970935;900
600;0;29;17;6.3969297;841
165;0;44;12;5.1059456;1936
200;1;25;11;5.2983174;625
128;0;21;12;4.8520303;441
70;1;19;7;4.2484951;361
40;0;75;0;3.6888795;5625
460;1;39;6;6.1312265;1521
120;1;30;6;4.7874918;900
120;0;31;6;4.7874918;961
394;0;35;17;5.9763508;1225
80;1;54;6;4.3820267;2916
70;0;54;6;4.2484951;2916
600;0;30;13;6.3969297;900
150;1;27;12;5.0106354;729
347;0;26;12;5.8493247;676
347;0;22;16;5.8493247;484
85;1;65;6;4.4426513;4225
25;0;36;12;3.2188759;1296
360;1;50;6;5.8861041;2500
20;0;42;6;2.9957323;1764
320;0;24;17;5.768321;576
100;0;59;11;4.6051702;3481
340;1;24;12;5.8289456;576
474;0;72;2;6.1612072;5184
25;0;35;5;3.2188759;1225
10;0;81;1;2.3025851;6561
9;0;84;2;2.1972246;7056
850;1;44;8;6.7452364;1936
250;1;43;17;5.521461;1849
30;0;29;14;3.4011974;841
120;1;63;6;4.7874918;3969
120;0;60;6;4.7874918;3600
140;0;73;0;4.9416423;5329
340;1;55;6;5.8289456;3025
700;1;32;6;6.5510802;1024
3;0;31;17;1.0986123;961
1217;1;41;12;7.1041441;1681
110;0;51;5;4.7004805;2601
170;1;21;12;5.1357985;441
13;1;52;6;2.5649493;2704
210;0;19;12;5.3471074;361
100;0;49;6;4.6051702;2401
15;0;42;6;2.7080503;1764
342;1;22;12;5.8348107;484
400;1;21;12;5.9914646;441
315;0;21;12;5.7525725;441
320;1;41;6;5.768321;1681
180;0;38;4;5.1929569;1444
320;1;20;12;5.768321;400
25;0;18;12;3.2188759;324
60;1;19;11;4.0943446;361
440;1;36;9;6.0867748;1296
0;0;31;6;;961
40;0;59;5;3.6888795;3481
400;1;36;6;5.9914646;1296
200;0;40;6;5.2983174;1600
375;1;51;4;5.9269261;2601
50;0;39;9;3.9120231;1521
127;0;18;12;4.8441873;324
584;1;53;0;6.3699012;2809
20;1;21;13;2.9957323;441
190;0;63;6;5.2470241;3969
360;1;47;4;5.8861041;2209
25;0;70;3;3.2188759;4900
20;0;63;6;2.9957323;3969
5;0;39;6;1.6094379;1521
130;1;35;6;4.8675346;1225
100;0;19;10;4.6051702;361
143;1;36;6;4.9628448;1296
200;0;34;6;5.2983174;1156
780;1;47;6;6.6592941;2209
6;1;88;0;1.7917595;7744
45;0;66;6;3.8066626;4356
20;0;65;3;2.9957323;4225
60;0;29;6;4.0943446;841
25;1;57;6;3.2188759;3249
50;1;77;3;3.9120231;5929
30;0;40;3;3.4011974;1600
100;0;19;12;4.6051702;361
496;1;43;12;6.2065759;1849
50;0;40;6;3.9120231;1600
200;0;45;6;5.2983174;2025
30;1;83;0;3.4011974;6889
120;0;75;0;4.7874918;5625
30;0;67;0;3.4011974;4489
0;1;39;6;;1521
350;1;34;10;5.857933;1156
40;0;43;6;3.6888795;1849
240;1;19;6;5.480639;361
60;0;66;0;4.0943446;4356
0;0;26;6;;676
0;1;22;6;;484
400;1;50;6;5.9914646;2500
350;1;22;12;5.857933;484
0;0;20;12;;400
385;1;52;6;5.9532433;2704
200;1;24;6;5.2983174;576
110;1;92;3;4.7004805;8464
200;1;49;3;5.2983174;2401
160;0;42;4;5.0751739;1764
30;0;59;6;3.4011974;3481
280;1;22;6;5.6347895;484
280;1;18;6;5.6347895;324
26;0;62;0;3.2580965;3844
60;0;37;4;4.0943446;1369
20;1;62;3;2.9957323;3844
13;0;65;0;2.5649493;4225
42;0;31;6;3.7376697;961
220;1;17;6;5.3936276;289
280;1;69;2;5.6347895;4761
0;0;57;1;;3249
300;1;20;6;5.7037826;400
240;1;18;8;5.480639;324
320;1;33;6;5.768321;1089
128;0;28;6;4.8520303;784
120;1;16;7;4.7874918;256
40;1;30;8;3.6888795;900
110;1;43;3;4.7004805;1849
180;0;21;6;5.1929569;441
250;0;48;6;5.521461;2304
380;1;30;6;5.9401712;900
380;1;20;6;5.9401712;400
380;1;19;6;5.9401712;361
380;1;18;6;5.9401712;324
480;1;63;0;6.1737862;3969
104;1;48;3;4.6443911;2304
95;0;38;6;4.5538769;1444
51;1;72;2;3.9318256;5184
320;1;33;6;5.768321;1089
280;1;49;10;5.6347895;2401
180;0;35;6;5.1929569;1225
12;1;40;6;2.4849067;1600
630;1;53;6;6.4457197;2809
320;1;52;2;5.768321;2704
43;1;43;0;3.7612002;1849
128;1;71;3;4.8520303;5041
100;1;23;6;4.6051702;529
300;1;34;6;5.7037826;1156
120;1;40;6;4.7874918;1600
340;1;59;5;5.8289456;3481
50;1;25;3;3.9120231;625
295;1;53;3;5.6869755;2809
110;0;63;6;4.7004805;3969
110;1;30;6;4.7004805;900
110;0;56;6;4.7004805;3136
33;1;25;6;3.4965076;625
64;0;47;2;4.1588831;2209
183;1;58;0;5.209486;3364
280;1;15;6;5.6347895;225
0;1;86;0;;7396
120;1;52;6;4.7874918;2704
120;1;30;6;4.7874918;900
12;1;71;3;2.4849067;5041
60;1;63;2;4.0943446;3969
110;1;78;2;4.7004805;6084
85;0;67;5;4.4426513;4489
100;1;73;3;4.6051702;5329
51;0;44;3;3.9318256;1936
240;1;46;6;5.480639;2116
51;1;26;5;3.9318256;676
160;0;43;3;5.0751739;1849
180;1;61;3;5.1929569;3721
850;1;25;18;6.7452364;625
180;1;40;6;5.1929569;1600
30;0;36;6;3.4011974;1296
410;1;67;6;6.0161572;4489
2560;1;45;6;7.8477626;2025
1910;0;40;6;7.5548587;1600
220;1;32;6;5.3936276;1024
240;1;67;0;5.480639;4489
290;0;36;0;5.6698809;1296
240;0;34;1;5.480639;1156
180;0;18;12;5.1929569;324
915;1;45;6;6.818924;2025
120;1;21;9;4.7874918;441
120;1;19;12;4.7874918;361
240;1;43;8;5.480639;1849
